Fecha,Latencia (ms),Estado
2025-06-16 22:43:14,3,Baja Latencia
2025-06-16 22:43:15,2,Baja Latencia
2025-06-16 22:43:18,5,Baja Latencia
2025-06-16 22:43:19,174,Latencia Moderada
2025-06-16 22:43:22,4,Baja Latencia
2025-06-16 22:43:23,3,Baja Latencia
2025-06-16 22:43:26,1,Baja Latencia
2025-06-16 22:43:27,1,Baja Latencia
2025-06-16 22:43:30,2,Baja Latencia
2025-06-16 22:43:31,2,Baja Latencia
2025-06-16 22:43:34,1,Baja Latencia
2025-06-16 22:43:35,1,Baja Latencia
2025-06-16 22:43:38,4,Baja Latencia
2025-06-16 22:43:40,12,Baja Latencia
2025-06-16 22:43:43,16,Baja Latencia
2025-06-16 22:43:44,6,Baja Latencia
2025-06-16 22:43:47,8,Baja Latencia
2025-06-16 22:43:48,20,Baja Latencia
2025-06-16 22:43:51,7,Baja Latencia
2025-06-16 22:43:52,2,Baja Latencia
2025-06-16 22:43:55,53,Baja Latencia
2025-06-16 22:43:56,76,Baja Latencia
2025-06-16 22:43:59,1,Baja Latencia
2025-06-16 22:44:00,8,Baja Latencia
2025-06-16 22:44:03,2,Baja Latencia
2025-06-16 22:44:04,114,Latencia Moderada
2025-06-16 22:44:07,2,Baja Latencia
2025-06-16 22:44:08,1,Baja Latencia
2025-06-16 22:44:11,13,Baja Latencia
2025-06-16 22:44:12,8,Baja Latencia
2025-06-16 22:44:15,4,Baja Latencia
2025-06-16 22:44:16,10,Baja Latencia
2025-06-16 22:44:19,2,Baja Latencia
2025-06-16 22:44:20,3,Baja Latencia
2025-06-16 22:44:23,1,Baja Latencia
2025-06-16 22:44:24,2,Baja Latencia
2025-06-16 22:44:27,6,Baja Latencia
2025-06-16 22:44:28,2,Baja Latencia
2025-06-16 22:44:31,3,Baja Latencia
2025-06-16 22:44:32,3,Baja Latencia
2025-06-16 22:44:36,2,Baja Latencia
2025-06-16 22:44:36,2,Baja Latencia
2025-06-16 22:44:40,6,Baja Latencia
2025-06-16 22:44:40,1,Baja Latencia
2025-06-16 22:44:44,1,Baja Latencia
2025-06-16 22:44:44,2,Baja Latencia
2025-06-16 22:44:48,4,Baja Latencia
2025-06-16 22:44:48,2,Baja Latencia
2025-06-16 22:44:52,2,Baja Latencia
2025-06-16 22:44:52,3,Baja Latencia
2025-06-16 22:44:56,1,Baja Latencia
2025-06-16 22:44:56,3,Baja Latencia
2025-06-16 22:45:00,1,Baja Latencia
2025-06-16 22:45:00,5,Baja Latencia
2025-06-16 22:45:04,1,Baja Latencia
2025-06-16 22:45:04,1,Baja Latencia
2025-06-16 22:45:08,2,Baja Latencia
2025-06-16 22:45:09,3,Baja Latencia
2025-06-16 22:45:12,1,Baja Latencia
2025-06-16 22:45:13,1,Baja Latencia
2025-06-16 22:45:17,4,Baja Latencia
2025-06-16 22:45:17,4,Baja Latencia
2025-06-16 22:45:21,2,Baja Latencia
2025-06-16 22:45:21,2,Baja Latencia
2025-06-16 22:45:25,12,Baja Latencia
2025-06-16 22:45:25,15,Baja Latencia
2025-06-16 22:45:29,8,Baja Latencia
2025-06-16 22:45:29,6,Baja Latencia
2025-06-16 22:45:33,11,Baja Latencia
2025-06-16 22:45:33,49,Baja Latencia
2025-06-16 22:45:37,3,Baja Latencia
2025-06-16 22:45:37,5,Baja Latencia
2025-06-16 22:45:41,1,Baja Latencia
2025-06-16 22:45:41,2,Baja Latencia
2025-06-16 22:45:45,24,Baja Latencia
2025-06-16 22:45:45,15,Baja Latencia
2025-06-16 22:45:49,7,Baja Latencia
2025-06-16 22:45:49,9,Baja Latencia
2025-06-16 22:45:53,5,Baja Latencia
2025-06-16 22:45:53,15,Baja Latencia
2025-06-16 22:45:57,14,Baja Latencia
2025-06-16 22:45:57,3,Baja Latencia
2025-06-16 22:46:02,2,Baja Latencia
2025-06-16 22:46:02,3,Baja Latencia
2025-06-16 22:46:06,3,Baja Latencia
2025-06-16 22:46:10,5,Baja Latencia
2025-06-16 22:46:14,2,Baja Latencia
2025-06-16 22:46:14,2,Baja Latencia
2025-06-16 22:46:18,2,Baja Latencia
2025-06-16 22:46:18,3,Baja Latencia
2025-06-16 22:46:22,1,Baja Latencia
2025-06-16 22:46:22,2,Baja Latencia
2025-06-16 22:46:26,2,Baja Latencia
2025-06-16 22:46:30,2,Baja Latencia
2025-06-16 22:46:34,3,Baja Latencia
2025-06-16 22:46:34,1,Baja Latencia
2025-06-16 22:46:39,262,Latencia Alta
2025-06-16 22:46:39,263,Latencia Alta
2025-06-16 22:46:43,2,Baja Latencia
2025-06-16 22:46:43,2,Baja Latencia
2025-06-16 22:46:47,2,Baja Latencia
2025-06-16 22:46:47,5,Baja Latencia
2025-06-16 22:46:51,1,Baja Latencia
2025-06-16 22:46:51,2,Baja Latencia
2025-06-16 22:46:55,2,Baja Latencia
2025-06-16 22:46:55,3,Baja Latencia
2025-06-16 22:46:59,2,Baja Latencia
2025-06-16 22:46:59,3,Baja Latencia
2025-06-16 22:47:03,53,Baja Latencia
2025-06-16 22:47:07,367,Latencia Alta
2025-06-16 22:47:07,367,Latencia Alta
2025-06-16 22:47:12,151,Latencia Moderada
2025-06-16 22:47:12,151,Latencia Moderada
2025-06-16 22:47:16,52,Baja Latencia
2025-06-16 22:47:16,52,Baja Latencia
2025-06-16 22:47:20,7,Baja Latencia
2025-06-16 22:47:20,13,Baja Latencia
2025-06-16 22:47:24,2,Baja Latencia
2025-06-16 22:47:24,2,Baja Latencia
2025-06-16 22:47:28,4,Baja Latencia
2025-06-16 22:47:28,2,Baja Latencia
2025-06-16 22:47:32,79,Baja Latencia
2025-06-16 22:47:32,80,Baja Latencia
2025-06-16 22:47:36,1,Baja Latencia
2025-06-16 22:47:36,2,Baja Latencia
2025-06-16 22:47:40,10,Baja Latencia
2025-06-16 22:47:40,10,Baja Latencia
2025-06-16 22:47:44,1,Baja Latencia
2025-06-16 22:47:48,4,Baja Latencia
2025-06-16 22:47:48,5,Baja Latencia
2025-06-16 22:47:52,1,Baja Latencia
2025-06-16 22:47:52,2,Baja Latencia
2025-06-16 22:47:56,19,Baja Latencia
2025-06-16 22:48:00,1,Baja Latencia
2025-06-16 22:48:00,1,Baja Latencia
2025-06-16 22:48:04,107,Latencia Moderada
2025-06-16 22:48:04,107,Latencia Moderada
2025-06-16 22:48:08,3,Baja Latencia
2025-06-16 22:48:13,2,Baja Latencia
2025-06-16 22:48:17,4,Baja Latencia
2025-06-16 22:48:21,3,Baja Latencia
2025-06-16 22:48:25,3,Baja Latencia
2025-06-16 22:48:25,6,Baja Latencia
2025-06-16 22:48:29,7,Baja Latencia
2025-06-16 22:48:33,1,Baja Latencia
2025-06-16 22:48:33,2,Baja Latencia
2025-06-16 22:48:37,2,Baja Latencia
2025-06-16 22:48:37,3,Baja Latencia
2025-06-16 22:48:41,2,Baja Latencia
2025-06-16 22:48:41,2,Baja Latencia
2025-06-16 22:48:45,1,Baja Latencia
2025-06-16 22:48:49,3,Baja Latencia
2025-06-16 22:48:49,3,Baja Latencia
2025-06-16 22:48:53,4,Baja Latencia
2025-06-16 22:48:53,9,Baja Latencia
2025-06-16 22:48:57,1,Baja Latencia
2025-06-16 22:48:57,1,Baja Latencia
2025-06-16 22:49:01,1,Baja Latencia
2025-06-16 22:49:01,2,Baja Latencia
2025-06-16 22:49:06,2,Baja Latencia
2025-06-16 22:49:10,4,Baja Latencia
2025-06-16 22:49:10,4,Baja Latencia
2025-06-16 22:49:14,1,Baja Latencia
2025-06-16 22:49:14,2,Baja Latencia
2025-06-16 22:49:18,4,Baja Latencia
2025-06-16 22:49:22,1,Baja Latencia
2025-06-16 22:49:22,2,Baja Latencia
2025-06-16 22:49:26,8,Baja Latencia
2025-06-16 22:49:30,6,Baja Latencia
2025-06-16 22:49:34,1,Baja Latencia
2025-06-16 22:49:38,9,Baja Latencia
2025-06-16 22:49:38,10,Baja Latencia
2025-06-16 22:49:42,37,Baja Latencia
2025-06-16 22:49:46,6,Baja Latencia
2025-06-16 22:49:46,9,Baja Latencia
2025-06-16 22:49:50,6,Baja Latencia
2025-06-16 22:49:54,1,Baja Latencia
2025-06-16 22:49:58,2,Baja Latencia
2025-06-16 22:50:02,2,Baja Latencia
2025-06-16 22:50:07,4,Baja Latencia
2025-06-16 22:50:11,6,Baja Latencia
2025-06-16 22:50:15,3,Baja Latencia
2025-06-16 22:50:19,1,Baja Latencia
2025-06-16 22:50:19,2,Baja Latencia
2025-06-16 22:50:23,1,Baja Latencia
2025-06-16 22:50:28,326,Latencia Alta
2025-06-16 22:50:32,15,Baja Latencia
2025-06-16 22:50:36,18,Baja Latencia
2025-06-16 22:50:40,3,Baja Latencia
2025-06-16 22:50:44,7,Baja Latencia
2025-06-16 22:50:48,2,Baja Latencia
2025-06-16 22:50:48,2,Baja Latencia
2025-06-16 22:50:52,5,Baja Latencia
2025-06-16 22:50:52,5,Baja Latencia
2025-06-16 22:50:56,3,Baja Latencia
2025-06-16 22:51:00,2,Baja Latencia
2025-06-16 22:51:04,2,Baja Latencia
2025-06-16 22:51:04,4,Baja Latencia
2025-06-16 22:51:08,1,Baja Latencia
2025-06-16 22:51:08,2,Baja Latencia
2025-06-16 22:51:12,2,Baja Latencia
2025-06-16 22:51:12,2,Baja Latencia
2025-06-16 22:51:16,1,Baja Latencia
2025-06-16 22:51:16,2,Baja Latencia
2025-06-16 22:51:20,14,Baja Latencia
2025-06-16 22:51:24,2,Baja Latencia
2025-06-16 22:51:24,3,Baja Latencia
2025-06-16 22:51:28,2,Baja Latencia
2025-06-16 22:51:28,3,Baja Latencia
2025-06-16 22:51:33,13,Baja Latencia
2025-06-16 22:51:33,14,Baja Latencia
2025-06-16 22:51:37,254,Latencia Alta
2025-06-16 22:51:41,119,Latencia Moderada
2025-06-16 22:51:45,4,Baja Latencia
2025-06-16 22:51:45,6,Baja Latencia
2025-06-16 22:51:49,2,Baja Latencia
2025-06-16 22:51:53,5,Baja Latencia
2025-06-16 22:51:57,1,Baja Latencia
2025-06-16 22:52:01,2,Baja Latencia
2025-06-16 22:52:01,2,Baja Latencia
2025-06-16 22:52:06,2,Baja Latencia
2025-06-16 22:52:10,1,Baja Latencia
2025-06-16 22:52:10,2,Baja Latencia
2025-06-16 22:52:14,3,Baja Latencia
2025-06-16 22:52:18,1,Baja Latencia
2025-06-16 22:52:18,2,Baja Latencia
2025-06-16 22:52:24,1864,Latencia Alta
2025-06-16 22:52:28,21,Baja Latencia
2025-06-16 22:52:32,17,Baja Latencia
2025-06-16 22:52:36,14,Baja Latencia
2025-06-16 22:52:36,14,Baja Latencia
2025-06-16 22:52:40,16,Baja Latencia
2025-06-16 22:52:40,16,Baja Latencia
2025-06-16 22:52:44,36,Baja Latencia
2025-06-16 22:52:48,353,Latencia Alta
2025-06-16 22:52:52,19,Baja Latencia
2025-06-16 22:52:57,682,Latencia Alta
2025-06-16 22:53:01,8,Baja Latencia
2025-06-16 22:53:01,8,Baja Latencia
2025-06-16 22:53:05,18,Baja Latencia
2025-06-16 22:53:09,19,Baja Latencia
2025-06-16 22:53:13,19,Baja Latencia
2025-06-16 22:53:17,26,Baja Latencia
2025-06-16 22:53:22,999,Latencia Alta
2025-06-16 22:53:22,998,Latencia Alta
2025-06-16 22:53:26,15,Baja Latencia
2025-06-16 22:53:26,15,Baja Latencia
2025-06-16 22:53:31,12,Baja Latencia
2025-06-16 22:53:31,12,Baja Latencia
2025-06-16 22:53:35,18,Baja Latencia
2025-06-16 22:53:39,19,Baja Latencia
2025-06-16 22:53:43,19,Baja Latencia
2025-06-16 22:53:48,990,Latencia Alta
2025-06-16 22:53:52,3,Baja Latencia
2025-06-16 22:53:52,3,Baja Latencia
2025-06-16 22:53:56,71,Baja Latencia
2025-06-16 22:54:00,120,Latencia Moderada
2025-06-16 22:54:12,4,Baja Latencia
2025-06-16 22:54:12,6,Baja Latencia
2025-06-16 22:54:16,1,Baja Latencia
2025-06-16 22:54:21,4,Baja Latencia
2025-06-16 22:54:25,1,Baja Latencia
2025-06-16 22:54:29,2,Baja Latencia
2025-06-16 22:54:29,2,Baja Latencia
2025-06-16 22:54:33,1,Baja Latencia
2025-06-16 22:54:33,2,Baja Latencia
2025-06-16 22:54:37,2,Baja Latencia
2025-06-16 22:54:37,2,Baja Latencia
2025-06-16 22:54:41,1,Baja Latencia
2025-06-16 22:54:41,3,Baja Latencia
2025-06-16 22:54:45,5,Baja Latencia
2025-06-16 22:54:45,6,Baja Latencia
2025-06-16 22:54:49,1,Baja Latencia
2025-06-16 22:54:49,2,Baja Latencia
2025-06-16 22:54:53,71,Baja Latencia
2025-06-16 22:54:53,72,Baja Latencia
2025-06-16 22:54:57,2,Baja Latencia
2025-06-16 22:54:57,1,Baja Latencia
2025-06-16 22:55:01,2,Baja Latencia
2025-06-16 22:55:05,1,Baja Latencia
2025-06-16 22:55:05,2,Baja Latencia
2025-06-16 22:55:09,1,Baja Latencia
2025-06-16 22:55:09,1,Baja Latencia
2025-06-16 22:55:13,5,Baja Latencia
2025-06-16 22:55:13,6,Baja Latencia
2025-06-16 22:55:17,2,Baja Latencia
2025-06-16 22:55:17,1,Baja Latencia
2025-06-16 22:55:22,1,Baja Latencia
2025-06-16 22:55:26,1,Baja Latencia
2025-06-16 22:55:30,1,Baja Latencia
2025-06-16 22:55:30,2,Baja Latencia
2025-06-16 22:55:34,1,Baja Latencia
2025-06-16 22:55:34,2,Baja Latencia
2025-06-16 22:55:38,2,Baja Latencia
2025-06-16 22:55:38,1,Baja Latencia
2025-06-16 22:55:42,2,Baja Latencia
2025-06-16 22:55:42,2,Baja Latencia
2025-06-16 22:55:46,25,Baja Latencia
2025-06-16 22:55:46,51,Baja Latencia
2025-06-16 22:55:50,2,Baja Latencia
2025-06-16 22:55:50,2,Baja Latencia
2025-06-16 22:55:55,1,Baja Latencia
2025-06-16 22:55:55,2,Baja Latencia
2025-06-16 22:55:59,1,Baja Latencia
2025-06-16 22:55:59,2,Baja Latencia
2025-06-16 22:56:03,2,Baja Latencia
2025-06-16 22:56:03,2,Baja Latencia
2025-06-16 22:56:07,324,Latencia Alta
2025-06-16 22:56:11,7,Baja Latencia
2025-06-16 22:56:11,9,Baja Latencia
2025-06-16 22:56:15,6,Baja Latencia
2025-06-16 22:56:15,6,Baja Latencia
2025-06-16 22:56:19,2,Baja Latencia
2025-06-16 22:56:19,2,Baja Latencia
2025-06-16 22:56:23,17,Baja Latencia
2025-06-16 22:56:23,19,Baja Latencia
2025-06-16 22:56:27,100,Baja Latencia
2025-06-16 22:56:27,101,Latencia Moderada
2025-06-16 22:56:31,3,Baja Latencia
2025-06-16 22:56:31,6,Baja Latencia
2025-06-16 22:56:36,151,Latencia Moderada
2025-06-16 22:56:36,152,Latencia Moderada
2025-06-16 22:56:40,4,Baja Latencia
2025-06-16 22:56:40,5,Baja Latencia
2025-06-16 22:56:44,1,Baja Latencia
2025-06-16 22:56:44,2,Baja Latencia
2025-06-16 22:56:48,2,Baja Latencia
2025-06-16 22:56:48,3,Baja Latencia
2025-06-16 22:56:52,5,Baja Latencia
2025-06-16 22:56:52,5,Baja Latencia
2025-06-16 22:56:56,4,Baja Latencia
2025-06-16 22:56:56,6,Baja Latencia
2025-06-16 22:57:00,4,Baja Latencia
2025-06-16 22:57:00,5,Baja Latencia
2025-06-16 22:57:04,7,Baja Latencia
2025-06-16 22:57:04,10,Baja Latencia
2025-06-16 22:57:08,2,Baja Latencia
2025-06-16 22:57:08,18,Baja Latencia
2025-06-16 22:57:12,1,Baja Latencia
2025-06-16 22:57:12,2,Baja Latencia
2025-06-16 22:57:16,2,Baja Latencia
2025-06-16 22:57:20,1,Baja Latencia
2025-06-16 22:57:20,3,Baja Latencia
2025-06-16 22:57:25,25,Baja Latencia
2025-06-16 22:57:29,2,Baja Latencia
2025-06-16 22:57:33,3,Baja Latencia
2025-06-16 22:57:33,5,Baja Latencia
2025-06-16 22:57:37,2,Baja Latencia
2025-06-16 22:57:37,1,Baja Latencia
2025-06-16 22:57:41,2,Baja Latencia
2025-06-16 22:57:41,3,Baja Latencia
2025-06-16 22:57:45,2,Baja Latencia
2025-06-16 22:57:45,3,Baja Latencia
2025-06-16 22:57:49,4,Baja Latencia
2025-06-16 22:57:49,2,Baja Latencia
2025-06-16 22:57:53,121,Latencia Moderada
2025-06-16 22:57:53,121,Latencia Moderada
2025-06-16 22:57:57,1,Baja Latencia
2025-06-16 22:57:57,2,Baja Latencia
2025-06-16 22:58:01,3,Baja Latencia
2025-06-16 22:58:06,2,Baja Latencia
2025-06-16 22:58:06,3,Baja Latencia
2025-06-16 22:58:10,1,Baja Latencia
2025-06-16 22:58:10,6,Baja Latencia
2025-06-16 22:58:14,3,Baja Latencia
2025-06-16 22:58:14,1,Baja Latencia
2025-06-16 22:58:18,2,Baja Latencia
2025-06-16 22:58:18,1,Baja Latencia
2025-06-16 22:58:22,3,Baja Latencia
2025-06-16 22:58:22,4,Baja Latencia
2025-06-16 22:58:26,333,Latencia Alta
2025-06-16 22:58:26,335,Latencia Alta
2025-06-16 22:58:30,2,Baja Latencia
2025-06-16 22:58:30,2,Baja Latencia
2025-06-16 22:58:34,3,Baja Latencia
2025-06-16 22:58:34,4,Baja Latencia
2025-06-16 22:58:38,3,Baja Latencia
2025-06-16 22:58:42,5,Baja Latencia
2025-06-16 22:58:46,2,Baja Latencia
2025-06-16 22:58:46,4,Baja Latencia
2025-06-16 22:58:50,7,Baja Latencia
2025-06-16 22:58:50,5,Baja Latencia
2025-06-16 22:58:55,2,Baja Latencia
2025-06-16 22:58:55,3,Baja Latencia
2025-06-16 22:58:59,2,Baja Latencia
2025-06-16 22:58:59,10,Baja Latencia
2025-06-16 22:59:03,2,Baja Latencia
2025-06-16 22:59:03,1,Baja Latencia
2025-06-16 22:59:07,6,Baja Latencia
2025-06-16 22:59:07,9,Baja Latencia
2025-06-16 22:59:11,14,Baja Latencia
2025-06-16 22:59:11,21,Baja Latencia
2025-06-16 22:59:15,2,Baja Latencia
2025-06-16 22:59:15,1,Baja Latencia
2025-06-16 22:59:19,1,Baja Latencia
2025-06-16 22:59:19,4,Baja Latencia
2025-06-16 22:59:23,1,Baja Latencia
2025-06-16 22:59:23,2,Baja Latencia
2025-06-16 22:59:27,5,Baja Latencia
2025-06-16 22:59:27,6,Baja Latencia
2025-06-16 22:59:31,2,Baja Latencia
2025-06-16 22:59:35,2,Baja Latencia
2025-06-16 22:59:35,2,Baja Latencia
2025-06-16 22:59:40,166,Latencia Moderada
2025-06-16 22:59:40,167,Latencia Moderada
2025-06-16 22:59:44,2,Baja Latencia
2025-06-16 22:59:44,3,Baja Latencia
2025-06-16 22:59:48,11,Baja Latencia
2025-06-16 22:59:48,20,Baja Latencia
2025-06-16 22:59:52,3,Baja Latencia
2025-06-16 22:59:52,1,Baja Latencia
2025-06-16 22:59:56,2,Baja Latencia
2025-06-16 22:59:56,2,Baja Latencia
2025-06-16 23:00:00,4,Baja Latencia
2025-06-16 23:00:04,9,Baja Latencia
2025-06-16 23:00:04,12,Baja Latencia
2025-06-16 23:00:08,2,Baja Latencia
2025-06-16 23:00:08,2,Baja Latencia
2025-06-16 23:00:12,3,Baja Latencia
2025-06-16 23:00:12,3,Baja Latencia
2025-06-16 23:00:16,1,Baja Latencia
2025-06-16 23:00:16,2,Baja Latencia
2025-06-16 23:00:20,6,Baja Latencia
2025-06-16 23:00:24,2,Baja Latencia
2025-06-16 23:00:24,8,Baja Latencia
2025-06-16 23:00:30,3,Baja Latencia
2025-06-16 23:00:30,4,Baja Latencia
2025-06-16 23:00:34,1,Baja Latencia
2025-06-16 23:00:34,3,Baja Latencia
2025-06-16 23:00:38,2,Baja Latencia
2025-06-16 23:00:42,8,Baja Latencia
2025-06-16 23:00:42,16,Baja Latencia
2025-06-16 23:00:46,7,Baja Latencia
2025-06-16 23:00:46,2,Baja Latencia
2025-06-16 23:00:50,2,Baja Latencia
2025-06-16 23:00:50,5,Baja Latencia
2025-06-16 23:00:54,6,Baja Latencia
2025-06-16 23:00:54,5,Baja Latencia
2025-06-16 23:00:58,2,Baja Latencia
2025-06-16 23:01:02,2,Baja Latencia
2025-06-16 23:01:06,1,Baja Latencia
2025-06-16 23:01:06,3,Baja Latencia
2025-06-16 23:01:10,4,Baja Latencia
2025-06-16 23:01:14,1,Baja Latencia
2025-06-16 23:01:14,6,Baja Latencia
2025-06-16 23:01:18,1,Baja Latencia
2025-06-16 23:01:18,6,Baja Latencia
2025-06-16 23:01:22,2,Baja Latencia
2025-06-16 23:01:22,5,Baja Latencia
2025-06-16 23:01:26,5,Baja Latencia
2025-06-16 23:01:26,6,Baja Latencia
2025-06-16 23:01:30,2,Baja Latencia
2025-06-16 23:01:34,3,Baja Latencia
2025-06-16 23:01:34,4,Baja Latencia
2025-06-16 23:01:38,7,Baja Latencia
2025-06-16 23:01:38,7,Baja Latencia
2025-06-16 23:01:42,3,Baja Latencia
2025-06-16 23:01:42,4,Baja Latencia
2025-06-16 23:01:48,1850,Latencia Alta
2025-06-16 23:01:52,423,Latencia Alta
2025-06-16 23:01:57,40,Baja Latencia
2025-06-16 23:02:02,1008,Latencia Alta
2025-06-16 23:02:06,22,Baja Latencia
2025-06-16 23:02:10,18,Baja Latencia
2025-06-16 23:02:10,18,Baja Latencia
2025-06-16 23:02:14,160,Latencia Moderada
2025-06-16 23:02:19,898,Latencia Alta
2025-06-16 23:02:23,20,Baja Latencia
2025-06-16 23:02:28,613,Latencia Alta
2025-06-16 23:02:32,19,Baja Latencia
2025-06-16 23:02:36,245,Latencia Alta
2025-06-16 23:02:41,802,Latencia Alta
2025-06-16 23:02:45,20,Baja Latencia
2025-06-16 23:02:45,20,Baja Latencia
2025-06-16 23:02:49,19,Baja Latencia
2025-06-16 23:02:53,28,Baja Latencia
2025-06-16 23:02:57,12,Baja Latencia
2025-06-16 23:03:01,15,Baja Latencia
2025-06-16 23:03:05,21,Baja Latencia
2025-06-16 23:03:09,16,Baja Latencia
2025-06-16 23:03:13,18,Baja Latencia
2025-06-16 23:03:17,16,Baja Latencia
2025-06-16 23:03:21,39,Baja Latencia
2025-06-16 23:03:26,303,Latencia Alta
2025-06-16 23:03:30,726,Latencia Alta
2025-06-16 23:03:35,20,Baja Latencia
2025-06-16 23:03:35,20,Baja Latencia
2025-06-16 23:03:39,41,Baja Latencia
2025-06-16 23:03:43,310,Latencia Alta
2025-06-16 23:03:48,721,Latencia Alta
2025-06-16 23:03:52,31,Baja Latencia
2025-06-16 23:03:57,1018,Latencia Alta
2025-06-16 23:04:01,19,Baja Latencia
2025-06-16 23:04:05,492,Latencia Alta
2025-06-16 23:04:10,556,Latencia Alta
2025-06-16 23:04:10,556,Latencia Alta
2025-06-16 23:04:14,15,Baja Latencia
2025-06-16 23:04:18,24,Baja Latencia
2025-06-16 23:04:22,27,Baja Latencia
2025-06-16 23:04:26,10,Baja Latencia
2025-06-16 23:04:30,20,Baja Latencia
2025-06-16 23:04:34,20,Baja Latencia
2025-06-16 23:04:38,19,Baja Latencia
2025-06-16 23:04:42,29,Baja Latencia
2025-06-16 23:04:46,11,Baja Latencia
2025-06-16 23:04:50,22,Baja Latencia
2025-06-16 23:04:55,867,Latencia Alta
2025-06-16 23:05:00,564,Latencia Alta
2025-06-16 23:05:04,499,Latencia Alta
2025-06-16 23:05:08,4,Baja Latencia
2025-06-16 23:05:12,20,Baja Latencia
2025-06-16 23:05:12,20,Baja Latencia
2025-06-16 23:05:17,17,Baja Latencia
2025-06-16 23:05:17,17,Baja Latencia
2025-06-16 23:05:21,449,Latencia Alta
2025-06-16 23:05:25,329,Latencia Alta
2025-06-16 23:05:29,79,Baja Latencia
2025-06-16 23:05:34,248,Latencia Alta
2025-06-16 23:05:34,248,Latencia Alta
2025-06-16 23:05:46,155,Latencia Moderada
2025-06-16 23:05:50,293,Latencia Alta
2025-06-16 23:05:55,743,Latencia Alta
2025-06-16 23:05:59,20,Baja Latencia
2025-06-16 23:06:03,31,Baja Latencia
2025-06-16 23:06:08,1023,Latencia Alta
2025-06-16 23:06:21,918,Latencia Alta
2025-06-16 23:06:33,114,Latencia Moderada
2025-06-16 23:06:37,21,Baja Latencia
2025-06-16 23:06:42,1028,Latencia Alta
2025-06-16 23:06:47,1030,Latencia Alta
2025-06-16 23:06:47,1030,Latencia Alta
2025-06-16 23:06:51,20,Baja Latencia
2025-06-16 23:06:55,19,Baja Latencia
2025-06-16 23:07:00,18,Baja Latencia
2025-06-16 23:07:04,20,Baja Latencia
2025-06-16 23:07:08,19,Baja Latencia
2025-06-16 23:07:13,1028,Latencia Alta
2025-06-16 23:07:17,20,Baja Latencia
2025-06-16 23:07:21,22,Baja Latencia
2025-06-16 23:07:25,18,Baja Latencia
2025-06-16 23:07:25,18,Baja Latencia
2025-06-16 23:07:29,17,Baja Latencia
2025-06-16 23:07:33,20,Baja Latencia
2025-06-16 23:07:33,20,Baja Latencia
2025-06-16 23:07:37,33,Baja Latencia
2025-06-16 23:07:42,1017,Latencia Alta
2025-06-16 23:07:46,22,Baja Latencia
2025-06-16 23:07:58,472,Latencia Alta
2025-06-16 23:08:02,22,Baja Latencia
2025-06-16 23:08:02,22,Baja Latencia
2025-06-16 23:08:06,83,Baja Latencia
2025-06-16 23:08:06,81,Baja Latencia
2025-06-16 23:08:11,494,Latencia Alta
2025-06-16 23:08:11,494,Latencia Alta
2025-06-16 23:08:15,18,Baja Latencia
2025-06-16 23:08:15,18,Baja Latencia
2025-06-16 23:08:19,19,Baja Latencia
2025-06-16 23:08:23,9,Baja Latencia
2025-06-16 23:08:23,18,Baja Latencia
2025-06-16 23:08:27,30,Baja Latencia
2025-06-16 23:08:31,23,Baja Latencia
2025-06-16 23:08:35,18,Baja Latencia
2025-06-16 23:08:40,26,Baja Latencia
2025-06-16 23:08:44,11,Baja Latencia
2025-06-16 23:08:44,11,Baja Latencia
2025-06-16 23:08:48,17,Baja Latencia
2025-06-16 23:08:52,20,Baja Latencia
2025-06-16 23:08:57,450,Latencia Alta
2025-06-16 23:09:01,15,Baja Latencia
2025-06-16 23:09:05,18,Baja Latencia
2025-06-16 23:09:09,20,Baja Latencia
2025-06-16 23:09:13,16,Baja Latencia
2025-06-16 23:09:17,294,Latencia Alta
2025-06-16 23:09:21,103,Latencia Moderada
2025-06-16 23:09:25,117,Latencia Moderada
2025-06-16 23:09:25,117,Latencia Moderada
2025-06-16 23:09:30,305,Latencia Alta
2025-06-16 23:09:30,305,Latencia Alta
2025-06-16 23:09:34,19,Baja Latencia
2025-06-16 23:09:38,292,Latencia Alta
2025-06-16 23:09:42,16,Baja Latencia
2025-06-16 23:09:46,39,Baja Latencia
2025-06-16 23:09:51,1015,Latencia Alta
2025-06-16 23:09:55,23,Baja Latencia
2025-06-16 23:09:55,23,Baja Latencia
2025-06-16 23:09:59,22,Baja Latencia
2025-06-16 23:10:04,1017,Latencia Alta
2025-06-16 23:10:04,1017,Latencia Alta
2025-06-16 23:10:08,19,Baja Latencia
2025-06-16 23:10:08,19,Baja Latencia
2025-06-16 23:10:12,19,Baja Latencia
2025-06-16 23:10:17,27,Baja Latencia
2025-06-16 23:10:21,2,Baja Latencia
2025-06-16 23:10:21,2,Baja Latencia
2025-06-16 23:10:25,3,Baja Latencia
2025-06-16 23:10:25,26,Baja Latencia
2025-06-16 23:10:29,3,Baja Latencia
2025-06-16 23:10:29,35,Baja Latencia
2025-06-16 23:10:33,59,Baja Latencia
2025-06-16 23:10:34,1015,Latencia Alta
2025-06-16 23:10:37,21,Baja Latencia
2025-06-16 23:10:39,776,Latencia Alta
2025-06-16 23:10:41,22,Baja Latencia
2025-06-16 23:10:43,22,Baja Latencia
2025-06-16 23:10:45,34,Baja Latencia
2025-06-16 23:10:47,30,Baja Latencia
